
N,P,K,temperature,humidity,ph,rainfall,label,label_encoded,N_scaled,P_scaled,K_scaled,temp_scaled,humidity_scaled,ph_scaled,rainfall_scaled
89,45,36.0,21.32504158,80.47476396,6.442475375,185.4974732,rice,20,1.041703693841143,-0.24644107504453716,-0.10131591134693087,-0.8999460495917204,0.4040317761942287,-0.0297610774731295,1.6325375073317818
76,40,43.0,25.15745531,83.11713476,5.070175667,213.84124050000003,rice,20,0.6894855295603318,-0.4055753178088406,0.19712805092214644,-0.09103205400666464,0.5228996293016656,-1.9093083590618485,2.186623299727462
67,59,41.0,21.94766735,80.97384195,6.012632591,213.3560921,rice,20,0.44564218505823183,0.19913480469551248,0.11185834741669579,-0.7685273837461304,0.42648295117863044,-0.6184880381129307,2.1771392451627216
83,41,43.0,21.0525355,82.67839517,6.254028451,213.84124050000003,rice,20,0.8791414641730764,-0.37374846925597993,0.19712805092214644,-0.95746436507746,0.5031627955701784,-0.28786424667380084,2.186623299727462
98,47,37.0,23.48381344,81.33265073,7.375482851,213.84124050000003,rice,20,1.285547038343243,-0.1827873779388158,-0.05868105959420554,-0.44429045135619755,0.4426240731417929,1.2481169654898823,2.186623299727462
66,53,41.0,25.0756354,80.52389148,7.778915154,213.84124050000003,rice,20,0.41854848011355406,0.008173713378348341,0.11185834741669579,-0.10830191967863366,0.40624179260482957,1.8006712537319418,2.186623299727462
97,59,43.0,26.35927159,84.04403589,6.2865001760000006,213.84124050000003,rice,20,1.2584533333985652,0.19913480469551248,0.19712805092214644,0.16263732448550763,0.56459655819823,-0.24338989307855283,2.186623299727462
97,50,41.0,24.52922681,80.54498576,7.070959995,213.84124050000003,rice,20,1.2584533333985652,-0.08730683228023373,0.11185834741669579,-0.22363329747298666,0.4071907251984107,0.8310323426194144,2.186623299727462
60,49,44.0,20.77576147,84.49774397,6.244841491,213.84124050000003,rice,20,0.25598625044548734,-0.11913368083309442,0.23976290267487177,-1.0158835239299882,0.5850067539993254,-0.3004470123724324,2.186623299727462
84,51,35.0,22.30157427,80.64416466,6.043304899,197.9791215,rice,20,0.9062351691177541,-0.05547998372737303,-0.1439507630996562,-0.6938276563963902,0.4116523181423522,-0.5764782258355011,1.8765383811573895
73,57,41.0,21.44653958,84.94375962,5.824709117,213.84124050000003,rice,20,0.6082044147262985,0.1354811075897911,0.11185834741669579,-0.8743012628960021,0.6050709035001515,-0.8758742727993611,2.186623299727462
92,35,40.0,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice,20,1.1229848086751764,-0.564709560573144,0.06922349566397046,-0.7196323066700726,0.3975767571318878,-0.14629770280715032,1.9177698104899696
85,37,39.0,24.52783742,82.73685569,6.364134967999999,213.84124050000003,rice,20,0.9333288740624319,-0.5010558634674227,0.026588643911245123,-0.22392655835124936,0.5057926598208521,-0.13705870215163385,2.186623299727462
98,53,38.0,20.26707606,81.63895217,5.01450727,213.84124050000003,rice,20,1.285547038343243,0.008173713378348341,-0.016046207841480208,-1.1232526068340203,0.4564031364649709,-1.9855536454535814,2.186623299727462
88,54,44.0,25.7354293,83.88266234,6.149410611,213.84124050000003,rice,20,1.0146099888964653,0.04000056193120903,0.23976290267487177,0.03096188572257681,0.5573371200312527,-0.43115231678806093,2.186623299727462
95,55,42.0,26.79533926,82.1480873,5.950660556,193.3473987,rice,20,1.2042659235092097,0.07182741048406972,0.1544931991694211,0.2546788591778399,0.47930673494731724,-0.7033669965793208,1.7859938966987154
99,57,35.0,26.75754171,81.17734011,5.960370061,213.84124050000003,rice,20,1.3126407432879208,0.1354811075897911,-0.1439507630996562,0.2467008668868501,0.43563737772259425,-0.6900685358845219,2.186623299727462
95,39,36.0,23.86330467,83.15250801,5.561398642,213.84124050000003,rice,20,1.2042659235092097,-0.4374021663617013,-0.10131591134693087,-0.36419060077227067,0.5244909056982007,-1.2365130491650298,2.186623299727462
60,43,44.0,21.01944696,82.95221726,7.416245107000001,213.84124050000003,rice,20,0.25598625044548734,-0.31009477215025855,0.23976290267487177,-0.964448418727502,0.5154807654673975,1.303946305837031,2.186623299727462
63,44,41.0,24.17298839,83.7287574,5.583370042,213.84124050000003,rice,20,0.3372673652795207,-0.2782679235973979,0.11185834741669579,-0.2988251384392561,0.5504136595538557,-1.2064202896155258,2.186623299727462
62,42,36.0,22.78133816,82.06719137,6.430010215,213.84124050000003,rice,20,0.31017366033484295,-0.34192162070311927,-0.10131591134693087,-0.5925630872400403,0.4756676069626191,-0.0468337748263288,2.186623299727462
64,45,43.0,25.62980105,83.52842314,5.534878156,209.9001977,rice,20,0.3643610702241985,-0.24644107504453716,0.19712805092214644,0.008666753783845292,0.5414015620124858,-1.2728363880662368,2.109580759842395
83,60,36.0,25.59704938,80.14509262,6.903985986,200.834898,rice,20,0.8791414641730764,0.23096165324837317,-0.10131591134693087,0.0017538038498664907,0.3892014108205073,0.6023391913475935,1.932365299582149
82,40,40.0,23.83067496,84.81360127,6.271478837999999,213.84124050000003,rice,20,0.8520477592283985,-0.4055753178088406,0.06922349566397046,-0.37107780840443916,0.5992156905873744,-0.26396361676233554,2.186623299727462
85,52,45.0,26.31355498,82.36698992,7.224285503,213.84124050000003,rice,20,0.9333288740624319,-0.023653135174512348,0.2823977544275971,0.15298784291460654,0.48915413580377254,1.041032053382021,2.186623299727462
91,35,38.0,24.8972823,80.52586088,6.13428721,183.6793207,rice,20,1.0958911037304986,-0.564709560573144,-0.016046207841480208,-0.14594720771646255,0.4063303866620712,-0.4518658293481953,1.5969948619947705
76,49,42.0,24.958779,84.47963372,5.206373153,196.95600080000003,rice,20,0.6894855295603318,-0.11913368083309442,0.1544931991694211,-0.13296699607519621,0.5841920589017487,-1.7227677563945205,1.8565376297478933
74,39,38.0,23.24113501,84.59201843,7.782051312999999,213.84124050000003,rice,20,0.6352981196709763,-0.4374021663617013,-0.016046207841480208,-0.4955129947149509,0.5892477192200516,1.8049666413128878,2.186623299727462
79,43,39.0,21.66628296,80.70960551,7.062779015,210.8142087,rice,20,0.7707666443943652,-0.31009477215025855,0.026588643911245123,-0.8279196590186029,0.4145961946584816,0.8198274005574934,2.127448550804444
88,55,45.0,24.63544858,80.41363018,7.730367824,213.84124050000003,rice,20,1.0146099888964653,0.07182741048406972,0.2823977544275971,-0.2012128902721141,0.401281654530402,1.734179217336427,2.186623299727462
60,36,43.0,23.43121862,83.06310136,5.286203711000001,213.84124050000003,rice,20,0.25598625044548734,-0.5328827120202834,0.19712805092214644,-0.455391728251288,0.5204689203890124,-1.613429171388707,2.186623299727462
76,60,39.0,20.0454142,80.3477562,6.766240045,208.5810155,rice,20,0.6894855295603318,0.23096165324837317,0.026588643911245123,-1.1700391475036303,0.3983182935296517,0.41367777325711413,2.083792370216388
93,56,42.0,23.85724032,82.22572988,7.382762603,195.0948311,rice,20,1.1500785136198541,0.10365425903693042,0.1544931991694211,-0.36547061330085756,0.48279950999399984,1.2580875557352016,1.8201540510551857
65,60,43.0,21.97199397,81.89918197,5.658169482000001,213.84124050000003,rice,20,0.3914547751688763,0.23096165324837317,0.19712805092214644,-0.7633927232502555,0.4681096530676287,-1.103972491006536,2.186623299727462
95,52,36.0,26.22916897,83.83625819,5.543360237999999,213.84124050000003,rice,20,1.2042659235092097,-0.023653135174512348,-0.10131591134693087,0.13517634621052288,0.5552496152473761,-1.2612190466994992,2.186623299727462
75,38,39.0,23.44676801,84.79352417,6.215109715,213.84124050000003,rice,20,0.662391824615654,-0.469229014914562,0.026588643911245123,-0.4521096924169652,0.5983125161450803,-0.3411686407687893,2.186623299727462
74,54,38.0,25.65553461,83.47021081,7.120272972,213.84124050000003,rice,20,0.6352981196709763,0.04000056193120903,-0.016046207841480208,0.014098379465926071,0.5387828626643542,0.8985730345885756,2.186623299727462
91,36,45.0,24.44345477,82.45432595,5.950647577000001,213.84124050000003,rice,20,1.0958911037304986,-0.5328827120202834,0.2823977544275971,-0.24173734585449655,0.49308297364327147,-0.7033847730490118,2.186623299727462
71,46,40.0,20.2801937,82.1235421,7.236705436,191.9535738,rice,20,0.5540170048369429,-0.2146142264916765,0.06922349566397046,-1.120483844551915,0.47820256166925446,1.0580428063331282,1.75874633408634
99,55,35.0,21.7238313,80.2389895,6.501697816,213.84124050000003,rice,20,1.3126407432879208,0.07182741048406972,-0.1439507630996562,-0.8157728343466519,0.39342539049023684,0.05135194568186679,2.186623299727462
72,40,38.0,20.41447029,82.20802629,7.592490617,213.84124050000003,rice,20,0.5811107097816207,-0.4055753178088406,-0.016046207841480208,-1.0921418594264114,0.4820031086200542,1.54533801297038,2.186623299727462
83,58,45.0,25.75528612,83.51827127,5.875345751,213.84124050000003,rice,20,0.8791414641730764,0.1673079561426518,0.2823977544275971,0.03515309803352272,0.5409448770567158,-0.8065206562178856,2.186623299727462
93,58,38.0,20.61521424,83.77345559,6.932400225,213.84124050000003,rice,20,1.1500785136198541,0.1673079561426518,-0.016046207841480208,-1.0497704971142252,0.5524244212089146,0.6412562772870026,2.186623299727462
70,36,42.0,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,20,0.5269232998922652,-0.5328827120202834,0.1544931991694211,-0.7910273290873061,0.41546253648360865,0.6601704410393989,1.9626450523851584
76,47,42.0,20.08369642,83.29114712,5.739175027000001,213.84124050000003,rice,20,0.6894855295603318,-0.1827873779388158,0.1544931991694211,-1.161958855102615,0.5307276281757672,-0.9930246047607112,2.186623299727462
99,41,36.0,24.45802087,82.74835604,6.738652179,182.5616319,rice,20,1.3126407432879208,-0.37374846925597993,-0.10131591134693087,-0.2386628546901276,0.5063100065590482,0.375892515238875,1.5751454205339743
99,54,37.0,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,20,1.3126407432879208,0.04000056193120903,-0.05868105959420554,-0.9382696206872333,0.39774576826770586,-1.1907385588995107,1.8901046939665014
86,59,35.0,25.78720567,82.11124033,6.946636369,213.84124050000003,rice,20,0.9604225790071097,0.19913480469551248,-0.1439507630996562,0.04189041100306351,0.47764916280891256,0.6607545731763911,2.186623299727462
69,46,41.0,23.64124821,80.28597873,5.012139669,213.84124050000003,rice,20,0.4998295949475874,-0.2146142264916765,0.11185834741669579,-0.4110604303258961,0.395539215275642,-1.9887963904585504,2.186623299727462
91,56,37.0,23.43191632,80.56887849,6.363472207999999,213.84124050000003,rice,20,1.0958911037304986,0.10365425903693042,-0.05868105959420554,-0.4552444635417652,0.4082655469153233,-0.13796644027114507,2.186623299727462
61,52,41.0,24.97669518,83.891805,6.880431223,204.8001847,rice,20,0.2830799553901651,-0.023653135174512348,0.11185834741669579,-0.12918539790483863,0.5577484053686066,0.5700778052181458,2.0098817778960796
67,45,38.0,22.72791041,82.17068809999998,7.300410836,213.84124050000003,rice,20,0.44564218505823183,-0.24644107504453716,-0.016046207841480208,-0.6038401720676275,0.480323438800731,1.1452958391032275,2.186623299727462
79,42,37.0,24.87300744,82.84022551,6.587918707999999,213.84124050000003,rice,20,0.7707666443943652,-0.34192162070311927,-0.05868105959420554,-0.15107094314230068,0.5104427825740636,0.16944294448484326,2.186623299727462
78,43,42.0,21.32376327,83.00320459,7.283736617000001,192.3197536,rice,20,0.7436729394496874,-0.31009477215025855,0.1544931991694211,-0.9002158646280255,0.5177744459958004,1.1224582746766205,1.76590469883351
75,54,36.0,26.29465461,84.56919326,7.023936392,213.84124050000003,rice,20,0.662391824615654,0.04000056193120903,-0.10131591134693087,0.14899851010978524,0.5882209220140306,0.7666272533565401,2.186623299727462
97,36,45.0,22.2286982,81.85872947,6.939083505,213.84124050000003,rice,20,1.2584533333985652,-0.5328827120202834,0.2823977544275971,-0.7092097307545874,0.466289885066927,0.6504099196603609,2.186623299727462
67,47,44.0,26.73072391,81.78596776,7.868474653,213.84124050000003,rice,20,0.44564218505823183,-0.1827873779388158,0.23976290267487177,0.24104038884895213,0.46301667743985003,1.923334919624012,2.186623299727462
73,35,38.0,24.88921174,81.97927117,5.005306977,185.9461429,rice,20,0.6082044147262985,-0.564709560573144,-0.016046207841480208,-0.14765067435554305,0.4717124900582178,-1.9981546724720685,1.641308448174513
77,36,37.0,26.88444878,81.46033732,6.136131869,194.5766559,rice,20,0.7165792345050096,-0.5328827120202834,-0.05868105959420554,0.27348735506219923,0.4483680931801271,-0.44933932308378716,1.8100243631681492
81,41,38.0,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,20,0.8249540542837207,-0.37374846925597993,-0.016046207841480208,-0.6142775082255332,0.5504130518024017,1.4516406627348721,1.933898267220991
68,57,43.0,26.08867875,80.37979919,5.706943251,182.9043504,rice,20,0.4727358900029096,0.1354811075897911,0.19712805092214644,0.10552283977638752,0.3997597571684576,-1.0371703162320554,1.5818451457198057
72,45,35.0,25.42977518,82.94682591,5.758506323,195.3574542,rice,20,0.5811107097816207,-0.24644107504453716,-0.1439507630996562,-0.03355304217802697,0.5152382339499245,-0.9665478193802506,1.8252880096756021
61,53,43.0,26.40323239,81.05635517,6.349606327,213.84124050000003,rice,20,0.2830799553901651,0.008173713378348341,0.19712805092214644,0.17191620429400786,0.43019483344526116,-0.15695761165189506,2.186623299727462
67,43,39.0,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,20,0.44564218505823183,-0.31009477215025855,0.026588643911245123,0.09603325133348559,0.6062095665607609,-0.635832477547127,1.6570947525558208
67,58,39.0,25.2827223,80.54372813,5.453592032,213.84124050000003,rice,20,0.44564218505823183,0.1673079561426518,0.026588643911245123,-0.06459174026845733,0.4071341503308322,-1.3841685646341002,2.186623299727462
66,60,38.0,22.08576562,83.47038318,6.372576327000001,213.84124050000003,rice,20,0.41854848011355406,0.23096165324837317,-0.016046207841480208,-0.7393787502114404,0.5387906167811648,-0.1254971363589174,2.186623299727462
82,43,38.0,23.28617173,81.43321641,5.105588355,213.84124050000003,rice,20,0.8520477592283985,-0.31009477215025855,-0.016046207841480208,-0.48600701866699314,0.4471480508052949,-1.8608059648136166,2.186623299727462
84,50,44.0,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice,20,0.9062351691177541,-0.08730683228023373,0.23976290267487177,-0.021702490377179598,0.4459388035538079,-0.7243445045749022,1.576969393120284
81,53,42.0,23.67575393,81.03569343,5.17782304,213.84124050000003,rice,20,0.8249540542837207,0.008173713378348341,0.1544931991694211,-0.40377725011566923,0.42926535879497174,-1.7618709398794228,2.186623299727462
91,50,40.0,20.82477109,84.1341879,6.462391607000001,213.84124050000003,rice,20,1.0958911037304986,-0.08730683228023373,0.06922349566397046,-1.0055389812137443,0.5686520737534352,-0.002483144309646102,2.186623299727462
93,53,38.0,26.92995077,81.91411159,7.069172227,213.84124050000003,rice,20,1.1500785136198541,0.008173713378348341,-0.016046207841480208,0.28309153642963547,0.4687812665584795,0.8285837561590936,2.186623299727462
90,44,38.0,23.83509503,83.88387074,7.473134377,213.84124050000003,rice,20,1.0687973987858208,-0.2782679235973979,-0.016046207841480208,-0.370144856814041,0.5573914802723271,1.3818637404591663,2.186623299727462
81,45,35.0,26.52872817,80.12267476,6.158376967000001,213.84124050000003,rice,20,0.8249540542837207,-0.24644107504453716,-0.1439507630996562,0.19840480912135366,0.3881929365785638,-0.418871697658499,2.186623299727462
78,40,38.0,26.46428311,83.85642678,7.549873681,213.84124050000003,rice,20,0.7436729394496874,-0.4055753178088406,-0.016046207841480208,0.1848022821884593,0.5561569053951122,1.486968441264226,2.186623299727462
60,51,36.0,22.69657794,82.81088865,6.028321557999999,213.84124050000003,rice,20,0.25598625044548734,-0.05547998372737303,-0.10131591134693087,-0.6104535690766315,0.5091230550153449,-0.5969999075654429,2.186623299727462
88,46,42.0,22.68319059,83.46358271,6.604993475,194.2651719,rice,20,1.0146099888964653,-0.2146142264916765,0.1544931991694211,-0.6132792595009264,0.538484695572445,0.19282911276245948,1.803935234043858
93,47,37.0,21.53346343,82.14004101,6.500343222000001,213.84124050000003,rice,20,1.1500785136198541,-0.1827873779388158,-0.05868105959420554,-0.8559541000454146,0.4789447701474567,0.04949664872631616,2.186623299727462
60,55,45.0,21.40865769,83.32931909999998,5.935745417000001,213.84124050000003,rice,20,0.25598625044548734,0.07182741048406972,0.2823977544275971,-0.8822970569722889,0.5324448062915172,-0.7237952665837086,2.186623299727462
78,35,44.0,26.54348085,84.67353597,7.072655622,183.6222657,rice,20,0.7436729394496874,-0.564709560573144,0.23976290267487177,0.20151868203934584,0.5929148105194257,0.8333547297042907,1.5958795069133331
65,37,40.0,23.35905428,83.59512273,5.333322606,188.413665,rice,20,0.3914547751688763,-0.5010558634674227,0.06922349566397046,-0.4706235765643246,0.5444020633298807,-1.54889356703608,1.689545470570345
71,54,16.0,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,11,0.5540170048369429,0.04000056193120903,-0.9540129464014375,-0.6279679612872024,-0.3510041858018769,-0.9783155738683055,-0.2781189125923497
61,44,17.0,26.10018422,71.57476937,6.931756557999999,102.2662445,maize,11,0.2830799553901651,-0.2782679235973979,-0.9113780946487121,0.10795131863187464,0.003662816023647772,0.6403746895747501,0.0054693474014144
80,43,16.0,23.55882094,71.59351368,6.657964753,66.71995467,maize,11,0.7978603493390429,-0.31009477215025855,-0.9540129464014375,-0.42845849249202567,0.004506034502931812,0.26538033534654293,-0.689416902500236
73,58,21.0,19.97215954,57.68272924,6.596060648,60.65171481,maize,11,0.6082044147262985,0.1673079561426518,-0.7408386876378108,-1.1855011314882833,-0.6212748291908171,0.18059441606546664,-0.8080435287947283
61,38,20.0,18.47891261,62.69503871,5.970458434,65.43835393,maize,11,0.2830799553901651,-0.469229014914562,-0.7834735393905362,-1.500683266205617,-0.395794565100336,-0.6762511649871409,-0.714470620802453
68,41,16.0,21.77689322,57.80840636,6.158830619,102.0861694,maize,11,0.4727358900029096,-0.37374846925597993,-0.9540129464014375,-0.8045729658709131,-0.6156212057708469,-0.4182503608044467,0.00194910066010598
93,41,17.0,25.6217169,66.50415474,6.047906679,105.4654703,maize,11,1.1500785136198541,-0.37374846925597993,-0.9113780946487121,0.006960418680664635,-0.22444032340071352,-0.5701754750303768,0.0680102772532378
89,60,19.0,25.19192419,66.69029010000001,5.913664501,78.06639649,maize,11,1.041703693841143,0.23096165324837317,-0.8261083911432615,-0.08375664967704297,-0.21606696768902425,-0.7540380228860288,-0.46760791923546824
76,44,17.0,20.41683147,62.55424820000001,5.855442401,65.27798457,maize,11,0.6894855295603318,-0.2782679235973979,-0.9113780946487121,-1.091643481202488,-0.40212806896043,-0.833780945766099,-0.7176056445616832
67,60,25.0,24.92162194,66.78627406,5.750254943,109.2162279,maize,11,0.44564218505823183,0.23096165324837317,-0.5702992806269095,-0.14080979906734403,-0.21174910009150608,-0.9778491836215635,0.14133297549879237
70,44,19.0,23.31689124,73.4541537,5.852607099,94.29712821,maize,11,0.5269232998922652,-0.2782679235973979,-0.8261083911432615,-0.47952300015354427,0.08820749100675768,-0.8376642696023695,-0.15031707532433133
90,49,21.0,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize,11,1.0687973987858208,-0.11913368083309442,-0.7408386876378108,-0.15800256236617094,-0.14102395946010993,0.011393541294025492,-0.5460306869399542
62,52,16.0,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize,11,0.31017366033484295,-0.023653135174512348,-0.9540129464014375,-0.6993803886749776,-0.569207488600004,0.6887243916319711,-0.7451259873895696
92,44,16.0,18.87751445,65.76816093,6.082973754,94.76189431,maize,11,1.1229848086751764,-0.2782679235973979,-0.9540129464014375,-1.4165497071073523,-0.25754922851541745,-0.5221464438316622,-0.14123146965760852
66,54,21.0,25.19008683,60.200168700000006,5.919045532,72.12375573,maize,11,0.41854848011355406,0.04000056193120903,-0.7408386876378108,-0.0841444643347602,-0.5080270503635055,-0.746667984016798,-0.5837792375918487
63,58,22.0,18.25405352,55.28220433,6.204747652999999,63.72358154,maize,11,0.3372673652795207,0.1673079561426518,-0.6982038358850855,-1.5481446515752804,-0.7292631714714024,-0.35536086521525445,-0.7479923121300341
70,47,17.0,24.612911800000006,70.4162444,6.600827017,104.1626147,maize,11,0.5269232998922652,-0.1827873779388158,-0.9113780946487121,-0.20596976623639446,-0.04845378167538004,0.1871225934342834,0.04254105257811323
61,41,17.0,25.1420613,65.26185135,6.021902237000001,76.68456006,maize,11,0.2830799553901651,-0.37374846925597993,-0.9113780946487121,-0.09428129352370775,-0.2803257187726998,-0.605792022921043,-0.4946211220032517
66,53,19.0,23.09348056,60.11593810000001,6.033550195,65.49730729,maize,11,0.41854848011355406,0.008173713378348341,-0.8261083911432615,-0.526678667194528,-0.5118161894911218,-0.5898385925826621,-0.7133181551176963
74,55,19.0,18.05033737,62.89366992,6.28886807,84.23613484,maize,11,0.6352981196709763,0.07182741048406972,-0.8261083911432615,-1.59114336112789,-0.3868590797805494,-0.2401467467710482,-0.34699712228845253
77,57,21.0,24.9321581,73.80435276,6.550563822999999,79.74078719,maize,11,0.7165792345050096,0.1354811075897911,-0.7408386876378108,-0.13858591409975696,0.1039613021003566,0.11828045268621545,-0.4348756402843403
99,50,15.0,18.14710054,71.09445342,5.573286437,88.07753741,maize,11,1.3126407432879208,-0.08730683228023373,-0.9966477981541628,-1.5707193964975954,-0.017944342892034962,-1.220231130101666,-0.27190242635827355
74,56,22.0,18.28362235,66.65952796,6.829199275,80.97573281,maize,11,0.6352981196709763,0.10365425903693042,-0.6982038358850855,-1.541903509019913,-0.21745081190149862,0.49990882679998816,-0.4107339721997569
83,45,21.0,18.83344471,58.75082029,5.716222912,79.75328959999999,maize,11,0.8791414641730764,-0.24644107504453716,-0.7408386876378108,-1.42585158106442,-0.5732264288539801,-1.0244605841633703,-0.43463123354481364
100,48,16.0,25.71895816,67.22190688,5.54990242,74.51490791,maize,11,1.3397344482325986,-0.1509605293859551,-0.9540129464014375,0.027485294569345297,-0.19215202535220766,-1.252258656835626,-0.5370351532091787
79,51,16.0,25.33797709,68.49835977,6.586244581,96.46380213,maize,11,0.7707666443943652,-0.05547998372737303,-0.9540129464014375,-0.052929019042867564,-0.13473040434917427,0.16715000451441295,-0.1079612648521554
94,39,18.0,23.89114571,57.48775781,5.893093135,102.8301942,maize,11,1.177172218564532,-0.4374021663617013,-0.8687432428959868,-0.35831414575089643,-0.6300456781955773,-0.782213249346011,0.01649387046810649
75,49,15.0,21.53574127,71.50905983,5.918263801,102.4852929,maize,11,0.662391824615654,-0.11913368083309442,-0.9966477981541628,-0.8554733125351105,0.0007068524062488435,-0.7477386687713149,0.00975147422677148
78,48,22.0,23.08974909,63.10459626,5.588650585,70.43473609,maize,11,0.7436729394496874,-0.1509605293859551,-0.6982038358850855,-0.5274662748276696,-0.37737049430283776,-1.1991878824503108,-0.6167974943287103
87,54,20.0,25.61707368,63.4711755,6.576418207000001,108.8303762,maize,11,0.9875162839517875,0.04000056193120903,-0.7834735393905362,0.00598036644539119,-0.3608798158361532,0.1536914761536587,0.13379004929992672
87,35,25.0,21.44526922,63.1621551,6.178056304,65.88951188,maize,11,0.9875162839517875,-0.564709560573144,-0.5702992806269095,-0.8745693999124694,-0.3747811924008661,-0.39191822375903707,-0.7056510377323734
63,43,19.0,18.51816776,55.53128131,6.641906353,90.988051,maize,11,0.3372673652795207,-0.31009477215025855,-0.8261083911432615,-1.4923976158372283,-0.7180583678643221,0.243386217085998,-0.21500546514191685
84,57,25.0,22.53510514,67.99257471,6.489040367,64.40866039,maize,11,0.9062351691177541,0.1354811075897911,-0.5702992806269095,-0.6445359038735868,-0.15748329891492394,0.03401588292450489,-0.7345998631504037
